B_ID,B_Name,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Significant Strikes_Landed,B__Round2_Strikes_Body Significant Strikes_Landed,B__Round2_Strikes_Clinch Significant Strikes_Landed,B__Round2_Strikes_Ground Significant Strikes_Landed,B__Round2_Strikes_Head Significant Strikes_Landed,B__Round2_Strikes_Legs Significant Strikes_Landed,B__Round2_Strikes_Significant Strikes_Landed,B__Round3_Strikes_Body Significant Strikes_Landed,B__Round3_Strikes_Clinch Significant Strikes_Landed,B__Round3_Strikes_Ground Significant Strikes_Landed,B__Round3_Strikes_Head Significant Strikes_Landed,B__Round3_Strikes_Legs Significant Strikes_Landed,B__Round3_Strikes_Significant Strikes_Landed,Date,Event_ID,Fight_ID,Last_round,Max_round,R_ID,R_Name,R__Round1_Strikes_Body Significant Strikes_Landed,R__Round1_Strikes_Clinch Significant Strikes_Landed,R__Round1_Strikes_Ground Significant Strikes_Landed,R__Round1_Strikes_Head Significant Strikes_Landed,R__Round1_Strikes_Legs Significant Strikes_Landed,R__Round1_Strikes_Significant Strikes_Landed,R__Round2_Strikes_Body Significant Strikes_Landed,R__Round2_Strikes_Clinch Significant Strikes_Landed,R__Round2_Strikes_Ground Significant Strikes_Landed,R__Round2_Strikes_Head Significant Strikes_Landed,R__Round2_Strikes_Legs Significant Strikes_Landed,R__Round2_Strikes_Significant Strikes_Landed,R__Round3_Strikes_Body Significant Strikes_Landed,R__Round3_Strikes_Clinch Significant Strikes_Landed,R__Round3_Strikes_Ground Significant Strikes_Landed,R__Round3_Strikes_Head Significant Strikes_Landed,R__Round3_Strikes_Legs Significant Strikes_Landed,R__Round3_Strikes_Significant Strikes_Landed,winby,winner
2856,Jordan Johnson,6,1,7,44,4,54,5,2,3,26,4,35,1,3,9,49,1,51,10/8/18,878,7401,2,3,3160,Adam Yandiev,,,,,,,,,,,,,,,,,,,SUB,blue
2424,Shamil Abdurakhimov,5,17,4,34,13,52,9,11,4,19,13,41,4,14,0,31,10,45,10/8/18,878,7419,3,3,367,Andrei Arlovski,37,47,14,116,38,191,24,21,0,53,19,96,33,19,1,60,16,109,DEC,blue
2872,Desmond Green,18,17,0,43,17,78,10,3,0,40,12,62,9,3,3,60,5,74,10/8/18,878,7431,3,3,2144,Mairbek Taisumov,13,3,5,55,21,89,10,0,15,26,3,39,6,9,3,13,8,27,DEC,red
3045,Marcin Prachnio,4,3,0,3,8,15,,,,,,,,,,,,,10/8/18,878,7432,1,3,3046,Magomed Ankalaev,6,3,6,9,3,18,4,5,6,10,1,15,9,0,19,17,0,26,KO/TKO,red
511,Thiago Alves,13,10,13,57,53,123,17,7,6,47,56,120,20,7,6,31,27,78,10/8/18,878,7437,3,3,3190,Aleksei Kunchenko,,,,,,,,,,,,,,,,,,,DEC,red
3191,Jin Soo Son,,,,,,,,,,,,,,,,,,,10/8/18,878,7438,3,3,3068,Petr Yan,7,1,5,18,0,25,,,,,,,,,,,,,DEC,red
2231,Kajan Johnson,25,5,1,23,18,66,11,6,39,54,12,77,5,3,5,19,5,29,10/8/18,878,7439,3,3,2023,Rustam Khabilov,9,7,16,45,16,70,15,4,11,57,7,79,8,3,42,68,10,86,DEC,red
3193,Stefan Sekulic,,,,,,,,,,,,,,,,,,,10/8/18,878,7461,3,3,3001,Ramazan Emeev,4,6,3,18,5,27,4,4,8,17,1,22,5,10,0,21,2,28,DEC,red
797,Rogerio Nogueira,3,16,5,66,1,70,2,0,0,4,1,7,1,1,0,18,0,19,10/8/18,879,7391,2,3,2264,Sam Alvey,37,45,12,80,20,137,21,25,13,120,23,164,28,52,1,101,23,152,KO/TKO,blue
3088,Carlo Pedersoli,6,0,0,10,2,18,9,0,0,15,3,27,7,0,2,14,1,22,10/8/18,879,7392,1,3,2469,Alex Oliveira,46,79,2,82,24,152,25,21,25,68,16,109,19,9,42,47,6,72,KO/TKO,red
648,Evan Dunham,18,8,14,109,5,132,17,31,12,113,12,142,25,24,0,196,4,225,10/8/18,879,7393,2,3,1997,Francisco Trinaldo,46,37,27,104,29,179,53,21,21,117,23,193,38,36,30,114,16,168,KO/TKO,red
502,Ben Saunders,43,21,9,53,11,107,29,19,0,54,6,89,10,1,9,21,1,32,10/8/18,879,7395,2,3,1992,Sergio Moraes,16,2,4,54,5,75,20,2,2,72,6,98,13,0,8,85,3,101,SUB,red
768,Hector Lombard,10,24,50,113,30,153,12,18,2,51,18,81,8,5,6,28,14,50,10/8/18,879,7396,3,3,449,Thales Leites,5,18,2,53,30,88,6,7,23,61,27,94,5,5,4,41,13,59,DEC,red
3196,Luigi Vendramini,,,,,,,,,,,,,,,,,,,10/8/18,879,7397,2,3,2508,Elizeu Zaleski dos Santos,19,23,16,69,17,105,17,19,1,66,12,95,35,59,5,97,13,145,KO/TKO,red
2346,Alex Chambers,18,23,10,39,14,71,6,7,0,19,6,31,5,1,5,16,8,29,10/8/18,879,7398,1,3,3052,Livinha Souza,,,,,,,,,,,,,,,,,,,SUB,red
2935,Ryan Spann,0,0,0,1,0,1,,,,,,,,,,,,,10/8/18,879,7417,3,3,2658,Luis Henrique,8,11,16,37,2,47,4,6,11,17,3,24,9,8,6,18,4,31,DEC,blue
2322,Christos Giagos,2,3,16,29,0,31,1,0,0,3,1,5,7,6,0,7,0,14,10/8/18,879,7460,2,3,1531,Charles Oliveira,43,38,42,64,17,124,31,28,18,48,7,86,9,8,4,14,8,31,SUB,red
2787,Chase Sherman,25,3,0,59,52,136,26,14,19,96,32,154,21,23,0,43,13,77,10/8/18,879,7470,3,3,2554,Augusto Sakai,,,,,,,,,,,,,,,,,,,KO/TKO,red
3031,Gillian Robertson,0,0,11,17,1,18,0,0,1,1,0,1,,,,,,,10/8/18,879,7472,1,3,3176,Mayra Bueno Silva,,,,,,,,,,,,,,,,,,,SUB,red
3168,Marina Rodriguez,,,,,,,,,,,,,,,,,,,10/8/18,879,7473,3,3,2350,Randa Markos,13,35,46,100,28,141,8,3,21,89,8,105,9,18,7,90,14,113,,draw
3023,Markus Perez,5,6,4,6,1,12,9,5,2,8,2,19,1,1,1,1,1,3,10/8/18,882,7323,3,3,2789,Andrew Sanchez,17,19,15,84,7,108,12,6,31,94,5,111,4,6,6,37,4,45,DEC,red
2943,Tim Williams,0,0,0,4,4,8,,,,,,,,,,,,,10/8/18,882,7324,3,3,2954,Eryk Anders,12,18,11,33,2,47,12,10,14,45,0,57,5,12,24,42,0,47,KO/TKO,red
2019,Jon Tuck,20,18,18,44,12,76,15,5,4,32,13,60,14,2,10,31,7,52,10/8/18,882,7325,3,3,1340,Drew Dober,29,31,8,70,25,124,31,9,16,74,10,115,10,9,2,57,10,77,DEC,red
1737,Luke Sanders,12,9,71,125,4,141,8,9,8,34,2,44,2,1,0,15,0,17,10/8/18,882,7326,1,3,1044,Rani Yahya,29,4,17,39,15,83,6,3,10,45,10,61,6,3,3,13,6,25,SUB,red
2352,Angela Hill,31,45,0,96,42,169,36,50,13,99,17,152,47,50,4,109,26,182,10/8/18,882,7327,3,3,2603,Cortney Casey,10,27,44,138,42,190,14,12,26,77,27,118,14,28,3,89,16,119,DEC,red
2878,Deiveson Figueiredo,11,6,13,10,1,22,7,0,15,29,0,36,4,2,0,5,0,9,10/8/18,882,7328,2,3,2007,John Moraga,23,21,8,51,28,102,30,24,26,64,27,121,18,9,54,81,5,104,KO/TKO,blue
2119,Andre Fili,38,18,20,128,35,201,20,4,11,63,20,103,9,5,12,73,10,92,10/8/18,882,7362,3,3,1711,Michael Johnson,60,9,5,98,44,202,60,8,0,72,21,153,29,8,2,44,14,87,DEC,red
1706,Iuri Alcantara,45,9,37,80,11,136,24,10,21,62,12,98,19,10,17,53,9,81,10/8/18,882,7363,2,3,3055,Cory Sandhagen,16,8,10,26,6,48,7,12,5,21,4,32,,,,,,,KO/TKO,red
3012,Kalindra Faria,2,3,7,14,1,17,2,2,2,2,0,4,2,2,4,12,3,17,10/8/18,882,7364,1,3,2339,Joanne Calderwood,31,16,12,45,52,128,28,21,6,60,40,128,27,31,15,76,42,145,SUB,red
2174,George Sullivan,27,19,35,59,30,116,19,7,30,46,9,74,7,6,4,28,7,42,10/8/18,882,7365,1,3,2750,Mickey Gall,0,0,24,27,1,28,0,1,4,10,0,10,0,0,0,0,0,0,SUB,red
2247,Warlley Alves,33,32,16,49,21,103,27,12,8,48,12,87,9,5,0,49,8,66,10/8/18,882,7382,2,3,1096,James Krause,23,7,12,110,16,149,12,2,3,88,10,110,10,2,4,88,8,106,KO/TKO,red
2738,Joey Gomez,6,10,0,20,8,34,2,2,0,16,2,20,1,0,0,0,4,5,10/7/18,883,7329,3,3,3113,Kevin Aguilar,,,,,,,,,,,,,,,,,,,,red
3077,Alton Cunningham,,,,,,,,,,,,,,,,,,,10/7/18,883,7330,1,3,2995,Bevon Lewis,3,5,3,16,5,24,3,0,8,20,1,24,,,,,,,,red
3076,Ricky Palacios,,,,,,,,,,,,,,,,,,,10/7/18,883,7331,3,3,3075,Toby Misech,,,,,,,,,,,,,,,,,,,,blue
3074,Rilley Dutro,,,,,,,,,,,,,,,,,,,10/7/18,883,7332,3,3,2991,Jordan Espinosa,0,2,1,5,2,7,,,,,,,,,,,,,,red
2976,Jamie Colleen,,,,,,,,,,,,,,,,,,,10/7/18,884,7334,3,3,3114,Maycee Barber,,,,,,,,,,,,,,,,,,,,red
3116,Dom Pilarte,,,,,,,,,,,,,,,,,,,10/7/18,884,7335,2,3,3115,Vincent Morales,,,,,,,,,,,,,,,,,,,,blue
3138,Josh Appelt,,,,,,,,,,,,,,,,,,,10/7/18,885,7351,1,3,3137,Jeff Hughes,,,,,,,,,,,,,,,,,,,,red
2678,Karolina Kowalkiewicz,39,37,3,96,19,154,50,80,5,131,19,200,40,43,17,137,20,197,10/8/18,886,7368,1,3,2079,Jessica Andrade,77,78,61,177,10,264,64,65,28,156,25,245,81,51,91,128,12,221,KO/TKO,red
2944,Brandon Davis,12,3,2,43,33,88,9,10,9,59,23,91,11,9,0,111,14,136,10/8/18,886,7369,2,3,2965,Zabit Magomedsharipov,15,9,5,54,12,81,5,0,32,54,5,64,0,0,2,29,2,31,SUB,red
2930,Cody Stamann,16,13,7,38,5,59,22,17,20,64,8,94,16,17,14,72,14,102,10/8/18,886,7370,2,3,2177,Aljamain Sterling,60,41,29,37,47,144,67,41,51,95,34,196,46,25,43,89,18,153,SUB,red
2791,Tatiana Suarez,3,2,31,31,5,39,3,0,26,23,3,29,9,1,16,7,5,21,10/8/18,886,7371,3,3,2338,Carla Esparza,8,13,18,55,6,69,10,15,29,72,8,90,14,6,26,49,15,78,KO/TKO,blue
1904,John Dodson,37,12,2,46,27,110,41,9,5,62,14,117,23,5,0,55,5,83,10/8/18,886,7372,3,3,2589,Jimmie Rivera,19,3,4,56,22,97,16,12,0,55,24,95,24,9,1,48,16,88,DEC,red
2864,Jarred Brooks,21,9,27,27,4,52,2,5,6,21,1,24,2,0,0,10,0,12,10/8/18,886,7373,3,3,2956,Roberto Sanchez,0,0,1,3,1,4,,,,,,,,,,,,,DEC,blue
2828,Darren Stewart,11,21,7,42,10,63,5,14,5,29,3,37,3,3,0,5,3,11,10/8/18,886,7374,2,3,2913,Charles Byrd,2,2,16,17,5,24,,,,,,,,,,,,,KO/TKO,blue
2905,Frank Camacho,6,19,1,48,0,54,21,5,1,83,0,104,19,8,0,118,0,137,10/8/18,886,7375,2,3,2963,Geoff Neal,5,4,3,20,2,27,,,,,,,,,,,,,KO/TKO,red
2216,Alex White,45,22,13,68,11,124,30,32,9,87,8,125,29,23,2,39,5,73,10/8/18,886,7380,1,3,509,Jim Miller,42,20,18,94,35,171,40,14,14,79,29,148,24,28,2,61,33,118,SUB,red
2851,Niko Price,10,7,9,29,14,53,6,6,12,35,6,47,,,,,,,10/8/18,886,7418,1,3,2634,Abdul Razak Alhassan,4,14,3,50,7,61,1,0,0,18,1,20,0,5,0,14,0,14,KO/TKO,red
3071,Craig White,2,1,0,1,3,6,,,,,,,,,,,,,10/8/18,886,7420,3,3,461,Diego Sanchez,21,9,6,46,8,75,21,11,9,26,2,49,21,3,18,56,3,80,DEC,red
2879,Lucie Pudilova,13,13,12,61,5,79,8,6,7,41,2,51,8,25,4,87,2,97,10/8/18,886,7430,3,3,2843,Irene Aldana,8,9,10,58,16,82,7,5,5,51,15,73,13,8,7,79,15,107,DEC,red
2159,Tony Martin,14,16,6,70,16,100,6,5,6,97,12,115,10,12,7,66,9,85,10/8/18,887,7421,3,3,2055,Ryan LaFlare,41,15,12,21,4,66,28,14,7,27,8,63,20,7,11,38,7,65,KO/TKO,blue
