B_ID,B_Name,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Significant Strikes_Landed,B__Round2_Strikes_Body Significant Strikes_Landed,B__Round2_Strikes_Clinch Significant Strikes_Landed,B__Round2_Strikes_Ground Significant Strikes_Landed,B__Round2_Strikes_Head Significant Strikes_Landed,B__Round2_Strikes_Legs Significant Strikes_Landed,B__Round2_Strikes_Significant Strikes_Landed,B__Round3_Strikes_Body Significant Strikes_Landed,B__Round3_Strikes_Clinch Significant Strikes_Landed,B__Round3_Strikes_Ground Significant Strikes_Landed,B__Round3_Strikes_Head Significant Strikes_Landed,B__Round3_Strikes_Legs Significant Strikes_Landed,B__Round3_Strikes_Significant Strikes_Landed,Date,Event_ID,Fight_ID,Last_round,Max_round,R_ID,R_Name,R__Round1_Strikes_Body Significant Strikes_Landed,R__Round1_Strikes_Clinch Significant Strikes_Landed,R__Round1_Strikes_Ground Significant Strikes_Landed,R__Round1_Strikes_Head Significant Strikes_Landed,R__Round1_Strikes_Legs Significant Strikes_Landed,R__Round1_Strikes_Significant Strikes_Landed,R__Round2_Strikes_Body Significant Strikes_Landed,R__Round2_Strikes_Clinch Significant Strikes_Landed,R__Round2_Strikes_Ground Significant Strikes_Landed,R__Round2_Strikes_Head Significant Strikes_Landed,R__Round2_Strikes_Legs Significant Strikes_Landed,R__Round2_Strikes_Significant Strikes_Landed,R__Round3_Strikes_Body Significant Strikes_Landed,R__Round3_Strikes_Clinch Significant Strikes_Landed,R__Round3_Strikes_Ground Significant Strikes_Landed,R__Round3_Strikes_Head Significant Strikes_Landed,R__Round3_Strikes_Legs Significant Strikes_Landed,R__Round3_Strikes_Significant Strikes_Landed,winby,winner
1980,Hacran Dias,3,0,0,11,4,18,5,5,0,5,2,12,0,0,0,1,0,1,12/22/14,696,5136,3,3,1486,Darren Elkins,10,9,1,16,2,28,7,9,0,14,2,23,6,8,0,9,2,17,DEC,blue
2296,Ulka Sasaki,0,0,0,5,0,5,,,,,,,,,,,,,12/22/14,696,5137,2,3,2165,Leandro Issa,1,1,3,8,11,20,3,1,0,24,9,36,1,0,2,3,1,5,SUB,red
1952,Tim Means,13,9,0,16,12,41,11,1,6,27,5,43,6,3,1,19,6,31,12/22/14,696,5138,3,3,2248,Marcio Alexandre Junior,5,5,0,0,0,5,2,1,0,1,0,3,0,0,0,0,0,0,DEC,blue
1481,Yancy Medeiros,15,9,0,15,2,32,2,0,0,7,0,9,,,,,,,12/16/14,697,5085,1,3,1982,Joe Proctor,1,0,0,10,3,14,6,12,6,33,3,42,1,1,0,33,2,36,SUB,blue
1531,Charles Oliveira,10,12,6,7,2,19,10,11,7,10,3,23,2,0,1,2,1,5,4/4/16,697,5086,3,3,545,Jeremy Stephens,3,0,3,11,7,21,8,0,0,21,8,37,4,0,0,14,5,23,DEC,blue
1976,Daron Cruickshank,13,7,19,41,13,67,6,16,6,35,5,46,4,0,7,11,3,18,12/16/14,697,5096,2,3,1493,KJ Noons,0,0,2,3,4,7,,,,,,,,,,,,,,no contest
2349,Lisa Ellis,,,,,,,,,,,,,,,,,,,12/16/14,697,5161,2,3,2343,Felice Herrig,,,,,,,,,,,,,,,,,,,SUB,red
2348,Angela Magana,,,,,,,,,,,,,,,,,,,12/16/14,697,5162,3,3,2340,Tecia Torres,,,,,,,,,,,,,,,,,,,DEC,red
2372,Seohee Ham,,,,,,,,,,,,,,,,,,,12/16/14,697,5163,3,3,2339,Joanne Calderwood,,,,,,,,,,,,,,,,,,,DEC,red
2347,Heather Jo Clark,,,,,,,,,,,,,,,,,,,4/26/16,697,5164,3,3,2345,Bec Rawlings,,,,,,,,,,,,,,,,,,,DEC,blue
2346,Alex Chambers,,,,,,,,,,,,,,,,,,,12/16/14,697,5165,1,3,2342,Aisling Daly,,,,,,,,,,,,,,,,,,,SUB,red
2352,Angela Hill,,,,,,,,,,,,,,,,,,,12/11/15,697,5166,3,3,2351,Emily Peters Kagan,,,,,,,,,,,,,,,,,,,DEC,blue
2350,Randa Markos,,,,,,,,,,,,,,,,,,,12/16/14,697,5172,3,3,2341,Jessica Penne,,,,,,,,,,,,,,,,,,,DEC,red
1066,Benson Henderson,8,1,1,6,6,20,14,5,3,7,10,31,11,5,1,9,5,25,1/19/15,698,5116,3,3,1076,Donald Cerrone,25,5,0,23,18,66,18,7,1,13,26,57,11,8,13,28,27,66,DEC,red
1827,Ron Stallings,,,,,,,,,,,,,,,,,,,1/20/15,698,5117,1,3,2069,Uriah Hall,1,0,1,9,4,14,1,1,0,5,5,11,2,0,0,8,7,17,KO/TKO,red
514,Gleison Tibau,3,5,4,18,4,25,1,5,2,21,4,26,3,6,2,20,0,23,1/20/15,698,5118,3,3,2036,Norman Parke,6,6,10,19,5,30,4,8,14,22,4,30,3,8,0,5,3,11,DEC,blue
1783,Lorenz Larkin,5,6,0,15,11,31,4,0,0,5,4,13,7,22,0,23,1,31,1/20/15,698,5121,1,3,646,John Howard,7,5,1,9,6,22,3,8,0,10,7,20,8,12,0,17,10,35,KO/TKO,blue
2265,Shane Howell,0,0,0,0,0,0,,,,,,,,,,,,,1/20/15,698,5122,3,3,2274,Paddy Holohan,2,1,5,10,8,20,0,0,3,4,1,5,3,0,3,6,2,11,DEC,red
2311,Joby Sanchez,1,0,0,3,0,4,3,0,5,10,0,13,0,0,0,3,0,3,1/20/15,698,5154,3,3,2318,Tateki Matsuda,1,0,3,6,10,17,3,0,0,9,4,16,0,1,0,4,4,8,DEC,blue
2313,Chris Wade,0,0,0,0,0,0,,,,,,,,,,,,,1/20/15,698,5155,3,3,2179,Zhang Lipeng,0,0,1,3,6,9,5,6,2,3,3,11,1,1,2,5,3,9,DEC,blue
2205,Sean O'Connell,11,20,0,34,11,56,10,7,0,21,9,40,5,0,0,21,2,28,1/20/15,698,5156,3,3,2285,Matt Van Buren,1,0,0,1,0,2,,,,,,,,,,,,,KO/TKO,blue
2153,Sean Soriano,2,4,9,16,2,20,2,3,0,8,2,12,1,3,4,9,1,11,1/20/15,698,5173,3,3,2330,Charles Rosa,0,0,0,6,3,9,1,0,0,8,1,10,1,0,0,1,1,3,SUB,red
2377,Frankie Perez,,,,,,,,,,,,,,,,,,,1/20/15,698,5186,3,3,2262,Johnny Case,0,1,0,2,0,2,0,0,1,9,2,11,,,,,,,KO/TKO,red
2167,Andy Enz,9,2,0,17,7,33,5,0,0,23,6,34,8,0,0,33,3,44,2/2/15,699,5111,1,3,2087,Thiago Santos,1,0,6,6,15,22,0,0,0,3,10,13,4,5,3,5,7,16,KO/TKO,red
511,Thiago Alves,2,4,0,18,18,38,5,2,0,12,20,37,12,4,0,15,14,41,2/2/15,699,5112,2,3,1867,Jordan Mein,5,1,13,18,4,27,3,0,0,8,5,16,2,0,0,8,3,13,KO/TKO,blue
2051,Ildemar Alcantara,3,1,2,5,0,8,7,16,11,20,7,34,7,2,2,20,3,30,2/2/15,699,5113,3,3,2251,Richardson Moreira,2,3,0,1,0,3,,,,,,,,,,,,,DEC,blue
2022,Sara McMann,6,7,13,20,0,26,2,3,0,3,4,9,3,1,0,8,5,16,2/2/15,699,5140,3,3,1317,Miesha Tate,13,14,3,20,5,38,3,5,5,18,2,23,4,9,9,15,2,21,DEC,red
2070,Kelvin Gastelum,4,3,9,32,3,39,8,5,0,49,11,68,9,10,0,23,3,35,2/2/15,699,5151,3,3,1386,Tyron Woodley,11,20,6,18,5,34,1,0,0,7,6,14,1,0,0,3,1,5,DEC,red
2005,Tom Watson,6,3,1,11,27,44,3,4,0,21,21,45,4,5,1,22,20,46,2/2/15,699,5152,3,3,1594,Rafael Natal,9,4,6,9,12,30,10,6,2,5,7,22,5,4,0,7,7,19,DEC,red
435,Tim Boetsch,4,4,2,4,1,9,0,1,2,6,0,6,,,,,,,2/2/15,699,5153,2,3,449,Thales Leites,2,1,2,10,3,15,1,4,1,6,1,8,,,,,,,SUB,red
1983,Al Iaquinta,13,0,9,50,10,73,10,3,2,53,5,68,3,2,1,40,2,45,2/2/15,699,5160,2,3,524,Joe Lauzon,0,0,6,9,0,9,4,4,1,8,0,12,,,,,,,KO/TKO,blue
1966,John Lineker,7,2,1,17,3,27,32,10,5,27,2,61,24,4,2,45,3,72,2/2/15,699,5174,3,3,1091,Ian McCall,3,6,0,11,4,18,6,5,1,12,1,19,9,8,4,10,0,19,DEC,blue
1806,Derek Brunson,2,3,5,13,6,21,0,0,3,8,3,11,1,0,0,9,8,18,2/2/15,699,5197,1,3,419,Ed Herman,0,1,6,8,2,10,5,9,0,3,9,17,4,11,0,11,9,24,KO/TKO,blue
330,Josh Koscheck,,,,,,,,,,,,,,,,,,,3/4/15,700,5177,2,3,965,Jake Ellenberger,5,2,0,15,0,20,1,7,2,10,2,13,2,1,0,4,0,6,SUB,red
2228,Richard Walsh,9,16,8,22,12,43,10,24,6,41,4,55,6,13,6,18,8,32,3/4/15,700,5185,1,3,2291,Alan Jouban,10,16,2,26,8,44,4,0,0,8,3,15,5,1,0,35,5,45,KO/TKO,red
2317,Holly Holm,,,,,,,,,,,,,,,,,,,3/4/15,700,5188,3,3,2150,Raquel Pennington,4,12,1,5,5,14,7,11,0,21,5,33,9,15,6,28,3,40,DEC,blue
347,Roan Carneiro,,,,,,,,,,,,,,,,,,,3/4/15,700,5189,1,3,653,Mark Munoz,0,0,0,2,1,3,,,,,,,,,,,,,SUB,blue
2197,Ruan Potts,0,2,0,6,1,7,1,0,0,1,1,3,,,,,,,3/4/15,700,5190,2,3,2082,Derrick Lewis,2,4,23,27,0,29,,,,,,,,,,,,,KO/TKO,red
514,Gleison Tibau,8,9,4,24,4,36,2,9,2,26,11,39,4,10,2,30,3,37,3/4/15,700,5242,1,3,1815,Tony Ferguson,5,1,0,48,9,62,4,1,1,8,5,17,0,0,1,1,1,2,SUB,red
2261,Valmir Lazaro,6,8,0,25,7,38,4,1,0,24,5,33,5,3,0,15,0,20,3/4/15,700,5243,3,3,1096,James Krause,7,2,3,31,7,45,4,0,0,15,4,23,2,0,0,10,0,12,DEC,blue
2423,Alex Torres,,,,,,,,,,,,,,,,,,,3/4/15,700,5244,3,3,2422,Masio Fullen,,,,,,,,,,,,,,,,,,,DEC,red
1952,Tim Means,17,10,0,24,16,57,12,1,12,36,6,54,10,5,1,26,11,47,3/4/15,700,5252,1,3,2282,Dhiego Lima,2,1,7,19,2,23,0,0,29,31,0,31,3,0,14,18,0,21,KO/TKO,blue
522,Cole Miller,2,0,0,16,6,24,2,0,1,11,1,14,,,,,,,2/16/15,701,5126,3,3,1936,Max Holloway,32,30,7,104,6,142,25,39,4,60,5,90,7,6,40,60,0,67,DEC,red
1970,Tim Elliott,3,3,0,10,3,16,,,,,,,,,,,,,12/1/16,701,5127,3,3,2152,Zach Makovsky,2,1,6,9,4,15,1,0,1,12,2,15,3,1,14,22,4,29,DEC,red
2332,Chris Kelades,2,4,0,3,0,5,9,11,18,20,3,32,4,0,8,7,2,13,2/16/15,701,5128,3,3,2217,Ray Borg,1,1,1,2,1,4,1,0,4,4,0,5,1,1,0,4,0,5,SUB,red
2131,Kiichi Kunimoto,3,8,0,15,9,27,6,8,0,3,2,11,5,3,2,8,2,15,2/16/15,701,5192,3,3,2047,Neil Magny,11,8,5,37,8,56,14,20,11,74,13,101,8,14,24,55,14,77,SUB,red
2283,Patrick Walsh,0,0,4,5,0,5,0,1,0,2,0,2,0,0,2,4,0,4,3/9/16,701,5193,3,3,2324,Daniel Kelly,1,5,1,19,5,25,,,,,,,,,,,,,DEC,red
2157,Kevin Lee,18,19,5,35,0,53,14,4,11,30,0,44,11,3,32,53,1,65,2/16/15,701,5194,3,3,2074,Michel Prazeres,2,3,5,7,2,11,2,1,1,12,1,15,0,1,0,7,2,9,DEC,blue
2257,Rodrigo de Lima,1,0,2,0,4,5,0,0,0,0,0,0,,,,,,,2/16/15,701,5195,3,3,542,Efrain Escudero,1,1,0,3,4,8,4,3,2,23,3,30,1,0,0,1,3,5,DEC,red
2202,Jim Alers,3,7,0,5,9,17,0,0,6,9,0,9,2,5,4,6,2,10,2/16/15,701,5270,2,3,2214,Chas Skelly,0,3,0,7,1,8,1,6,5,18,1,20,0,0,4,6,0,6,KO/TKO,red
786,Gegard Mousasi,4,8,9,18,10,32,1,0,0,6,5,12,4,6,0,23,2,29,1/27/15,702,5132,1,3,129,Dan Henderson,3,3,1,7,5,15,3,3,0,2,0,5,0,1,4,8,1,9,KO/TKO,blue
2172,Albert Tumenov,0,1,16,26,0,26,0,6,0,4,2,6,3,0,0,7,0,10,1/26/15,702,5143,3,3,2124,Nico Musoke,5,12,0,24,8,37,15,6,9,52,5,72,7,9,2,28,7,42,DEC,blue
2365,Sultan Aliev,,,,,,,,,,,,,,,,,,,1/26/15,702,5144,1,3,1655,Kenny Robertson,2,7,24,26,9,37,1,0,17,20,4,25,2,2,1,8,7,17,KO/TKO,red
2366,Konstantin Erokhin,,,,,,,,,,,,,,,,,,,1/26/15,702,5145,3,3,2233,Viktor Pesta,4,4,5,10,0,14,1,3,0,4,0,5,1,0,0,6,0,7,DEC,red
2378,Anthony Christodoulou,,,,,,,,,,,,,,,,,,,4/5/16,702,5146,2,3,2144,Mairbek Taisumov,2,1,3,13,8,23,8,0,1,8,2,18,6,9,3,13,8,27,KO/TKO,red
1538,Stanislav Nedkov,,,,,,,,,,,,,,,,,,,12/5/16,702,5147,1,3,2076,Nikita Krylov,10,21,13,34,10,54,,,,,,,,,,,,,SUB,red
503,Ryan Bader,5,9,9,14,11,30,2,1,6,16,6,24,10,1,16,7,1,18,1/26/15,702,5159,3,3,1189,Phil Davis,2,2,13,20,0,22,5,0,5,18,3,26,7,3,13,16,1,24,DEC,blue
2421,Paul Redmond,,,,,,,,,,,,,,,,,,,1/26/15,702,5168,3,3,2213,Mirsad Bektic,1,2,6,12,0,13,1,0,0,11,0,12,0,0,1,2,0,2,DEC,red
2373,Makwan Amirkhani,,,,,,,,,,,,,,,,,,,1/26/15,702,5169,1,3,1990,Andy Ogle,3,1,0,12,0,15,4,2,5,6,3,13,12,3,2,21,4,37,KO/TKO,blue
1978,Sam Sicilia,12,10,4,30,14,56,4,2,7,12,2,18,4,1,10,9,0,13,1/26/15,702,5170,1,3,1954,Akira Corassani,5,4,0,25,2,32,1,0,0,2,0,3,,,,,,,KO/TKO,blue
2220,Chris Beal,1,6,2,23,2,26,3,3,11,28,0,31,2,2,10,11,0,13,7/8/17,702,5171,3,3,2196,Neil Seery,4,1,2,21,2,27,3,4,10,24,8,35,4,4,3,38,3,45,DEC,red
2244,Josh Shockley,3,1,2,2,1,6,,,,,,,,,,,,,2/23/15,703,5180,3,3,2096,Ivan Jorge,6,1,0,10,5,21,5,2,0,17,2,24,1,4,0,15,2,18,DEC,red
2204,Sean Strickland,2,2,11,26,11,39,0,1,1,13,2,15,1,1,0,13,0,14,11/30/15,703,5181,3,3,2107,Santiago Ponzinibbio,0,0,1,10,0,10,,,,,,,,,,,,,DEC,red
915,Adriano Martins,0,0,0,20,2,22,,,,,,,,,,,,,2/23/15,703,5183,3,3,2023,Rustam Khabilov,3,2,5,12,0,15,4,2,1,6,0,10,1,2,0,6,2,9,DEC,blue
1711,Michael Johnson,5,3,0,4,9,18,6,2,0,3,7,16,0,7,0,9,5,14,2/23/15,703,5187,3,3,1657,Edson Barboza,18,2,2,27,17,62,1,0,0,10,5,16,3,0,0,9,2,14,DEC,blue
2304,Frankie Saenz,0,0,0,0,0,0,,,,,,,,,,,,,2/23/15,703,5200,3,3,1706,Iuri Alcantara,11,3,9,18,0,29,6,0,17,23,0,29,2,3,6,12,2,16,DEC,blue
2192,Cody Gibson,10,18,0,28,2,40,9,10,5,16,3,28,0,1,1,2,0,2,2/23/15,703,5201,3,3,2183,Douglas Silva de Andrade,1,0,0,3,5,9,2,2,0,4,4,10,1,1,0,6,1,8,DEC,red
2376,Marion Reneau,7,7,0,19,4,30,3,2,0,15,4,22,0,0,0,30,3,33,11/17/16,703,5202,1,3,2079,Jessica Andrade,6,1,19,15,1,22,6,9,0,22,2,30,8,17,0,24,1,33,SUB,blue
2323,Matt Dwyer,0,0,0,0,0,0,,,,,,,,,,,,,2/23/15,703,5203,1,3,2077,William Patolino,3,0,0,4,3,10,3,0,2,7,2,12,0,0,0,2,0,2,KO/TKO,blue
2230,Mike de la Torre,8,13,1,20,1,29,3,3,0,12,0,15,4,3,0,15,0,19,2/23/15,703,5204,1,3,2289,Tiago Trator,0,1,0,6,10,16,2,3,0,4,11,17,6,20,0,10,13,29,KO/TKO,blue
808,Alistair Overeem,22,10,33,35,10,67,3,1,8,11,0,14,6,0,15,11,1,18,3/16/15,704,5199,3,3,1015,Roy Nelson,2,0,1,27,1,30,1,0,0,7,1,9,,,,,,,DEC,blue
2299,Henry Cejudo,7,2,3,13,4,24,7,4,0,15,0,22,10,13,0,15,1,26,3/16/15,704,5240,3,3,1253,Chris Cariaso,25,20,6,13,5,43,10,7,1,29,4,43,7,8,0,33,17,57,DEC,blue
2134,Ryan Benoit,,,,,,,,,,,,,,,,,,,3/16/15,704,5241,2,3,2118,Sergio Pettis,5,4,0,30,9,44,9,7,13,61,10,80,10,3,0,42,5,57,KO/TKO,blue
432,Matt Brown,13,30,8,45,2,60,10,14,12,56,3,69,6,5,17,26,3,35,3/16/15,704,5245,3,3,947,Johny Hendricks,1,9,0,17,11,29,4,13,1,49,24,77,2,3,0,40,17,59,DEC,red
520,Sam Stout,0,0,0,1,4,5,,,,,,,,,,,,,3/16/15,704,5249,2,3,875,Ross Pearson,9,4,0,23,5,37,7,3,5,30,2,39,14,2,0,7,0,21,KO/TKO,red
2168,Beneil Dariush,15,10,6,23,4,42,10,11,3,8,4,22,2,4,7,8,2,12,3/18/15,704,5250,2,3,1976,Daron Cruickshank,19,8,19,51,19,89,6,16,6,36,5,47,4,0,7,11,3,18,SUB,blue
2252,Roger Narvaez,5,0,0,9,3,17,4,2,0,11,2,17,1,1,9,15,1,17,3/16/15,704,5254,2,3,2224,Elias Theodorou,16,12,14,22,8,46,12,13,27,42,2,56,3,2,6,11,0,14,KO/TKO,red
2426,Joe Duffy,,,,,,,,,,,,,,,,,,,6/28/16,704,5268,1,3,2239,Jake Lindsey,14,17,0,7,10,31,18,11,1,12,12,42,0,0,0,0,0,0,KO/TKO,blue
1744,Germaine de Randamie,,,,,,,,,,,,,,,,,,,3/16/15,704,5284,2,3,2320,Larissa Pacheco,1,1,2,5,0,6,,,,,,,,,,,,,KO/TKO,blue
2305,Paige VanZant,1,11,14,25,2,28,2,9,2,12,0,14,1,7,11,18,0,19,12/11/16,706,5247,3,3,2343,Felice Herrig,0,0,4,4,0,4,0,0,3,4,0,4,,,,,,,DEC,blue
2168,Beneil Dariush,23,11,12,33,7,63,13,12,4,11,4,28,2,4,7,8,2,12,4/20/15,706,5248,3,3,509,Jim Miller,9,6,1,13,9,31,1,0,0,2,5,8,,,,,,,DEC,blue
2177,Aljamain Sterling,17,19,7,13,5,35,12,16,8,16,6,34,4,2,35,33,2,39,4/20/15,706,5251,3,3,1051,Takeya Mizugaki,0,0,9,17,1,18,1,0,3,4,0,5,0,0,5,14,0,14,SUB,blue
2290,Chris Dempsey,0,1,0,1,0,1,,,,,,,,,,,,,4/19/15,706,5253,3,3,2286,Eddie Gordon,0,1,19,27,0,27,0,0,2,3,0,3,,,,,,,DEC,blue
1742,Gian Villante,9,13,10,21,18,48,12,10,2,25,11,48,3,3,0,22,5,30,12/10/16,706,5285,3,3,2281,Corey Anderson,5,17,8,38,1,44,6,8,0,10,0,16,4,6,3,5,0,9,KO/TKO,blue
1952,Tim Means,22,20,2,40,18,80,12,1,12,36,6,54,10,5,1,26,11,47,4/20/15,706,5307,3,3,2174,George Sullivan,6,4,25,24,12,42,7,1,11,16,6,29,5,5,0,21,7,33,SUB,blue
1550,Chris Camozzi,7,5,0,8,11,26,5,6,11,15,4,24,7,3,0,41,11,59,4/19/15,706,5326,1,3,896,Jacare Souza,2,3,5,2,6,10,7,4,3,10,3,20,4,1,9,13,1,18,SUB,red
1694,Patrick Cummins,4,7,36,52,3,59,6,2,56,61,3,70,1,5,35,45,0,46,4/20/15,706,5357,1,3,1499,Ovince Saint Preux,6,2,0,14,4,24,3,0,1,6,1,10,0,0,0,1,0,1,KO/TKO,red
1859,Jimy Hettes,8,17,0,9,5,22,5,6,0,2,0,7,0,0,1,5,0,5,4/19/15,706,5358,1,3,1906,Diego Brandao,4,4,0,5,0,9,,,,,,,,,,,,,KO/TKO,red
1936,Max Holloway,37,33,8,108,9,154,27,40,6,70,5,102,13,9,41,86,1,100,4/19/15,706,5371,3,3,1050,Cub Swanson,6,0,0,21,10,37,2,0,1,12,6,20,3,5,0,23,2,28,SUB,blue
507,CB Dollaway,3,9,11,29,9,41,3,0,0,1,4,8,3,1,1,4,0,7,4/27/15,711,5258,3,3,368,Michael Bisping,2,1,0,21,9,32,8,2,0,31,1,40,3,0,0,30,3,36,DEC,red
485,Joe Riggs,0,0,0,2,0,2,,,,,,,,,,,,,4/27/15,711,5259,3,3,405,Patrick Cote,7,11,12,16,20,43,5,2,8,9,12,26,1,4,2,6,10,17,DEC,red
2236,David Michaud,11,8,0,34,5,50,8,7,13,20,1,29,6,2,12,31,2,39,7/24/18,711,5260,3,3,2223,Olivier Aubin-Mercier,8,6,3,20,1,29,7,1,0,23,1,31,5,0,0,9,2,16,SUB,red
2256,Valerie Letourneau,3,1,0,23,2,28,3,4,0,28,0,31,11,5,0,34,0,45,4/27/15,711,5261,3,3,2149,Jessica Rakoczy,,,,,,,,,,,,,,,,,,,DEC,blue
1953,Chris Clements,9,15,0,14,2,25,,,,,,,,,,,,,4/27/15,711,5280,3,3,2227,Nordine Taleb,7,6,2,25,7,39,17,8,16,22,2,41,5,0,12,26,3,34,DEC,red
2507,Shane Campbell,,,,,,,,,,,,,,,,,,,4/27/15,711,5309,1,3,1675,John Makdessi,2,4,0,9,5,16,6,4,0,9,5,20,10,2,0,12,3,25,KO/TKO,red
2263,Bryan Barberena,1,4,0,5,0,6,2,2,0,18,6,26,4,4,21,27,0,31,4/27/15,711,5323,3,3,2222,Chad Laprise,5,3,0,11,10,26,7,1,0,9,11,27,10,7,1,28,15,53,DEC,red
1380,Sarah Kaufman,19,31,0,30,22,71,18,34,0,42,11,71,11,19,6,34,15,60,5/22/15,711,5325,2,3,1839,Alexis Davis,4,5,1,7,7,18,0,0,5,5,1,6,2,2,0,15,14,31,SUB,red
2342,Aisling Daly,3,2,9,13,0,16,,,,,,,,,,,,,4/27/15,711,5416,3,3,2350,Randa Markos,0,0,6,6,2,8,0,0,6,24,4,28,2,1,0,14,3,19,DEC,red
1663,Fabio Maldonado,0,0,0,4,0,4,26,5,23,60,0,86,13,2,0,58,1,72,4/27/15,711,5439,3,3,348,Rampage Jackson,,,,,,,,,,,,,,,,,,,DEC,red
2208,Diego Ferreira,14,7,4,13,4,31,1,1,7,11,0,12,2,2,0,8,0,10,4/30/15,712,5263,1,3,1595,Dustin Poirier,3,7,0,31,7,41,5,5,2,9,0,14,,,,,,,KO/TKO,red
1983,Al Iaquinta,16,0,9,63,15,94,16,8,5,84,6,106,3,2,1,40,2,45,4/6/15,712,5264,3,3,1272,Jorge Masvidal,19,13,0,38,12,69,21,18,17,56,4,81,7,8,6,28,4,39,DEC,blue
1891,Mitch Clarke,2,0,0,2,3,7,0,0,0,1,0,1,,,,,,,4/6/15,712,5265,3,3,1985,Michael Chiesa,9,8,8,17,5,31,4,4,0,8,2,14,1,0,0,3,0,4,DEC,red
2425,Tim Johnson,,,,,,,,,,,,,,,,,,,12/5/16,712,5266,1,3,2424,Shamil Abdurakhimov,,,,,,,,,,,,,,,,,,,KO/TKO,blue
2293,Lauren Murphy,0,0,13,13,0,13,0,2,4,6,2,8,1,1,13,22,4,27,4/6/15,712,5269,3,3,1618,Liz Carmouche,0,5,0,2,6,8,1,2,0,1,2,4,2,0,4,1,3,6,DEC,red
2235,Milana Dudieva,2,2,0,1,0,3,2,2,0,5,0,7,1,1,0,0,0,1,4/6/15,712,5282,1,3,1511,Julianna Pena,,,,,,,,,,,,,,,,,,,KO/TKO,red
1791,Robert Peralta,4,4,1,5,8,17,1,0,0,9,8,18,5,2,0,6,5,16,4/6/15,712,5289,3,3,459,Clay Guida,1,7,6,15,11,27,1,12,0,17,12,30,6,0,12,10,2,18,DEC,red
2370,Justin Jones,6,4,0,9,0,15,2,2,0,2,7,11,1,2,0,1,0,2,4/6/15,712,5290,3,3,1827,Ron Stallings,3,0,0,3,4,10,,,,,,,,,,,,,DEC,red
2200,Alexander Yakovlev,4,1,0,4,2,10,3,0,1,9,6,18,5,1,0,19,14,38,4/6/15,712,5294,3,3,374,Gray Maynard,5,3,0,8,0,13,1,0,0,1,0,2,,,,,,,DEC,blue
2469,Alex Oliveira,,,,,,,,,,,,,,,,,,,3/23/15,713,5273,3,3,2288,Gilbert Burns,3,6,3,14,4,21,3,2,0,16,1,20,9,4,0,18,1,28,SUB,red
1978,Sam Sicilia,5,3,4,15,4,24,4,0,7,9,1,14,4,1,10,9,0,13,9/22/14,680,5001,2,3,941,Katsunori Kikuno,6,1,0,20,3,29,1,1,1,7,0,8,2,1,2,6,0,8,SUB,red
2159,Tony Martin,1,0,0,1,1,3,2,2,0,1,5,8,3,4,0,0,4,7,8/25/14,682,4901,2,3,2168,Beneil Dariush,4,4,6,14,0,18,,,,,,,,,,,,,SUB,red
1866,Yoel Romero,8,8,1,9,10,27,7,3,0,7,3,17,16,5,23,25,6,47,9/29/14,684,4892,3,3,1403,Tim Kennedy,0,3,6,6,3,9,6,1,0,4,1,11,2,0,3,3,0,5,KO/TKO,blue
2073,Leandro Silva,,,,,,,,,,,,,,,,,,,9/15/14,685,4972,3,3,1997,Francisco Trinaldo,8,5,0,11,7,26,6,3,0,9,4,19,5,2,9,10,8,23,DEC,red
2119,Andre Fili,12,4,1,25,9,46,4,1,0,6,5,15,0,0,1,9,3,12,10/27/14,687,5025,3,3,1858,Felipe Arantes,6,8,4,15,4,25,2,5,0,5,1,8,2,2,0,4,0,6,DEC,blue
2323,Matt Dwyer,,,,,,,,,,,,,,,,,,,10/6/14,688,5048,1,3,2172,Albert Tumenov,0,1,14,22,0,22,0,6,0,4,2,6,3,0,0,7,0,10,KO/TKO,red
2013,Abel Trujillo,0,0,0,6,0,6,1,6,0,11,0,12,,,,,,,12/8/14,690,5074,2,3,1815,Tony Ferguson,3,1,0,40,6,49,1,0,0,4,5,10,0,0,1,1,1,2,SUB,red
1824,Isaac Vallie-Flagg,8,4,8,27,7,42,14,5,0,31,6,51,8,5,33,48,2,58,11/24/14,692,5022,3,3,510,Matt Wiman,,,,,,,,,,,,,,,,,,,DEC,red
1478,Charlie Brenneman,11,6,6,5,1,17,0,0,0,0,1,1,,,,,,,11/10/14,693,5091,1,3,2073,Leandro Silva,1,0,0,3,1,5,3,5,0,2,3,8,3,3,0,10,0,13,SUB,red
1163,Matt Mitrione,1,8,5,27,3,31,,,,,,,,,,,,,12/16/14,695,5070,1,3,375,Gabriel Gonzaga,0,1,0,10,7,17,0,1,0,3,3,6,0,0,0,4,2,6,KO/TKO,blue
2364,Jake Collier,,,,,,,,,,,,,,,,,,,12/22/14,696,5139,1,3,2245,Vitor Miranda,1,0,0,0,7,8,2,0,6,3,5,10,1,0,0,1,1,3,KO/TKO,red
2053,Sean Spencer,3,1,1,14,6,23,4,7,11,37,2,43,13,5,0,37,5,55,1/20/15,698,5149,3,3,2269,Cathal Pendred,7,7,1,7,6,20,6,1,0,8,9,23,2,0,0,6,15,23,DEC,red
